tipus de centre,Universitat responsable,Branca,Estudi,Codi estudi,Unitat responsable,Codi unitat,"Curs
 acadèmic",Sexe,NOU INGRÉS,MATRICULATS,TITULATS,ZACH & ANNA INTERESTED DATASET
Integrat,UNIVERSITAT DE GIRONA,Ciències socials i jurídiques,DIRECCIÓ I PLANIFICACIÓ DEL TURISME/EUROPEAN MASTER IN TOURISM MANAGEMENT,DGU000000146,FACULTAT DE TURISME,43170150111,11-12,DONA,0,5,5,#N/A
Integrat,UNIVERSITAT DE GIRONA,Ciències socials i jurídiques,DIRECCIÓ I PLANIFICACIÓ DEL TURISME/EUROPEAN MASTER IN TOURISM MANAGEMENT,DGU000000146,FACULTAT DE TURISME,43170150111,11-12,HOME,0,3,2,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,FORMACIÓ DE PROFESSORS D'ESPANYOL COM A LLENGUA ESTRANGERA,DGU000000152,FACULTAT DE FORMACIÓ DEL PROFESSORAT,4080328281,11-12,DONA,16,33,10,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,FORMACIÓ DE PROFESSORS D'ESPANYOL COM A LLENGUA ESTRANGERA,DGU000000152,FACULTAT DE FORMACIÓ DEL PROFESSORAT,4080328281,11-12,HOME,5,19,7,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,PSICOLOGIA DE L'EDUCACIÓ - MIPE,DGU000000168,FACULTAT DE PSICOLOGIA,4080376071,11-12,DONA,25,66,35,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,PSICOLOGIA DE L'EDUCACIÓ - MIPE,DGU000000168,FACULTAT DE PSICOLOGIA,4080376071,11-12,HOME,6,8,2,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències socials i jurídiques,TECNOLOGIA EDUCATIVA: E-LEARNING I GESTIÓ DEL CONEIXEMENT,DGU000000171,FACULTAT DE CIÈNCIES DE L¿EDUCACIÓ I PSICOLOGIA,42430073481,11-12,DONA,8,21,4,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències socials i jurídiques,TECNOLOGIA EDUCATIVA: E-LEARNING I GESTIÓ DEL CONEIXEMENT,DGU000000171,FACULTAT DE CIÈNCIES DE L¿EDUCACIÓ I PSICOLOGIA,42430073481,11-12,HOME,13,20,3,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,"COMUNITAT SORDA, EDUCACIÓ I LLENGUA DE SIGNES",DGU000000186,FACULTAT DE FORMACIÓ DEL PROFESSORAT,4080328281,11-12,DONA,35,57,17,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,"COMUNITAT SORDA, EDUCACIÓ I LLENGUA DE SIGNES",DGU000000186,FACULTAT DE FORMACIÓ DEL PROFESSORAT,4080328281,11-12,HOME,3,4,1,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,"PSICOLOGIA DEL TREBALL, LES ORGANITZACIONS I ELS RECURSOS HUMANS/PSYCHOLOGY OF WORK, ORGANIZATIONS AND HUMAN RESOURCES",DGU000000189,FACULTAT DE PSICOLOGIA,4080376071,11-12,DONA,12,19,5,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,"PSICOLOGIA DEL TREBALL, LES ORGANITZACIONS I ELS RECURSOS HUMANS/PSYCHOLOGY OF WORK, ORGANIZATIONS AND HUMAN RESOURCES",DGU000000189,FACULTAT DE PSICOLOGIA,4080376071,11-12,HOME,3,7,3,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,TREBALL I POLÍTICA SOCIAL,DGU000000192,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,11-12,DONA,13,20,10,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,TREBALL I POLÍTICA SOCIAL,DGU000000192,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,11-12,HOME,7,10,5,#N/A
Integrat,UNIVERSITAT INTERNACIONAL DE CATALUNYA,Ciències socials i jurídiques,DIRECCIÓ D'EMPRESES I SISTEMES DE PRODUCCIÓ,DGU000000213,FACULTAT DE CIÈNCIES ECONÒMIQUES I SOCIALS,62080702611,11-12,DONA,8,8,4,#N/A
Integrat,UNIVERSITAT INTERNACIONAL DE CATALUNYA,Ciències socials i jurídiques,DIRECCIÓ D'EMPRESES I SISTEMES DE PRODUCCIÓ,DGU000000213,FACULTAT DE CIÈNCIES ECONÒMIQUES I SOCIALS,62080702611,11-12,HOME,17,17,5,#N/A
Integrat,UNIVERSITAT RAMON LLULL,Ciències socials i jurídiques,DRET DE L'EMPRESA,DGU000000214,FACULTAD DE DERECHO ESADE,41080700881,11-12,DONA,25,28,8,#N/A
Integrat,UNIVERSITAT RAMON LLULL,Ciències socials i jurídiques,DRET DE L'EMPRESA,DGU000000214,FACULTAD DE DERECHO ESADE,41080700881,11-12,HOME,23,30,7,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències socials i jurídiques,DIRECCIÓ ESTRATÈGICA DE L'EMPRESA,DGU000000284,FACULTAT D'ECONOMIA I EMPRESA,42430180121,11-12,DONA,12,28,15,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències socials i jurídiques,DIRECCIÓ ESTRATÈGICA DE L'EMPRESA,DGU000000284,FACULTAT D'ECONOMIA I EMPRESA,42430180121,11-12,HOME,11,26,14,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències socials i jurídiques,AVALUACIÓ I MESURA DE LA CONDUCTA,DGU000000286,FACULTAT DE CIÈNCIES DE L¿EDUCACIÓ I PSICOLOGIA,42430073481,11-12,DONA,6,8,6,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències socials i jurídiques,AVALUACIÓ I MESURA DE LA CONDUCTA,DGU000000286,FACULTAT DE CIÈNCIES DE L¿EDUCACIÓ I PSICOLOGIA,42430073481,11-12,HOME,2,4,3,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències socials i jurídiques,MIGRACIONS I MEDIACIÓ SOCIAL,DGU000000293,FACULTAT DE LLETRES,42430060101,11-12,DONA,7,28,13,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències socials i jurídiques,MIGRACIONS I MEDIACIÓ SOCIAL,DGU000000293,FACULTAT DE LLETRES,42430060101,11-12,HOME,3,17,8,#N/A
Integrat,UNIVERSITAT INTERNACIONAL DE CATALUNYA,Ciències socials i jurídiques,"RECERCA EN CIÈNCIES HUMANES, SOCIALS I JURÍDIQUES",DGU000000301,FACULTAT DE CIÈNCIES ECONÒMIQUES I SOCIALS,62080702611,11-12,DONA,20,25,7,#N/A
Integrat,UNIVERSITAT INTERNACIONAL DE CATALUNYA,Ciències socials i jurídiques,"RECERCA EN CIÈNCIES HUMANES, SOCIALS I JURÍDIQUES",DGU000000301,FACULTAT DE CIÈNCIES ECONÒMIQUES I SOCIALS,62080702611,11-12,HOME,5,9,5,#N/A
Integrat,UNIVERSITAT POMPEU FABRA,Ciències socials i jurídiques,AVANÇAT EN CIÈNCIES JURÍDIQUES,DGU000000308,DEPARTAMENT DE DRET,39000004022,11-12,DONA,35,41,31,#N/A
Integrat,UNIVERSITAT POMPEU FABRA,Ciències socials i jurídiques,AVANÇAT EN CIÈNCIES JURÍDIQUES,DGU000000308,DEPARTAMENT DE DRET,39000004022,11-12,HOME,21,24,17,#N/A
Integrat,UNIVERSITAT DE GIRONA,Ciències socials i jurídiques,DRET DELS NEGOCIS I DEL SECTOR PRIVAT,DGU000000347,FACULTAT DE DRET,43170150351,11-12,DONA,11,14,3,#N/A
Integrat,UNIVERSITAT DE GIRONA,Ciències socials i jurídiques,DRET DELS NEGOCIS I DEL SECTOR PRIVAT,DGU000000347,FACULTAT DE DRET,43170150351,11-12,HOME,17,17,0,#N/A
Integrat,UNIVERSITAT DE VIC,Ciències socials i jurídiques,COMUNICACIÓ DIGITAL INTERACTIVA,DGU000000352,FACULTAT D'EMPRESA I COMUNICACIÓ,60080701791,11-12,DONA,0,3,3,#N/A
Integrat,UNIVERSITAT DE VIC,Ciències socials i jurídiques,COMUNICACIÓ DIGITAL INTERACTIVA,DGU000000352,FACULTAT D'EMPRESA I COMUNICACIÓ,60080701791,11-12,HOME,0,6,6,#N/A
Integrat,UNIVERSITAT DE GIRONA,Ciències socials i jurídiques,EDUCACIÓ EN LA DIVERSITAT,DGU000000353,FACULTAT D'EDUCACIÓ I PSICOLOGIA,43170054791,11-12,DONA,12,23,4,#N/A
Integrat,UNIVERSITAT DE GIRONA,Ciències socials i jurídiques,EDUCACIÓ EN LA DIVERSITAT,DGU000000353,FACULTAT D'EDUCACIÓ I PSICOLOGIA,43170054791,11-12,HOME,3,4,0,#N/A
Integrat,UNIVERSITAT DE GIRONA,Ciències socials i jurídiques,JOVENTUT I SOCIETAT,DGU000000356,FACULTAT D'EDUCACIÓ I PSICOLOGIA,43170054791,11-12,DONA,25,38,16,#N/A
Integrat,UNIVERSITAT DE GIRONA,Ciències socials i jurídiques,JOVENTUT I SOCIETAT,DGU000000356,FACULTAT D'EDUCACIÓ I PSICOLOGIA,43170054791,11-12,HOME,4,8,3,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,RECERCA EN DIDÀCTIQUES ESPECÍFIQUES,DGU000000359,FACULTAT DE FORMACIÓ DEL PROFESSORAT,4080328281,11-12,DONA,0,7,5,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,RECERCA EN DIDÀCTIQUES ESPECÍFIQUES,DGU000000359,FACULTAT DE FORMACIÓ DEL PROFESSORAT,4080328281,11-12,HOME,0,2,2,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,ACTIVITAT MOTRIU I EDUCACIÓ,DGU000000362,FACULTAT DE FORMACIÓ DEL PROFESSORAT,4080328281,11-12,DONA,15,17,12,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,ACTIVITAT MOTRIU I EDUCACIÓ,DGU000000362,FACULTAT DE FORMACIÓ DEL PROFESSORAT,4080328281,11-12,HOME,15,18,16,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,FORMACIÓ DE PROFESSORAT DE CATALÀ PER A PERSONES ADULTES,DGU000000365,FACULTAT DE FORMACIÓ DEL PROFESSORAT,4080328281,11-12,DONA,12,13,11,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,FORMACIÓ DE PROFESSORAT DE CATALÀ PER A PERSONES ADULTES,DGU000000365,FACULTAT DE FORMACIÓ DEL PROFESSORAT,4080328281,11-12,HOME,3,3,2,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA EN DIDÀCTICA DE LA LLENGUA I LA LITERATURA,DGU000000366,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,11-12,DONA,16,37,23,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA EN DIDÀCTICA DE LA LLENGUA I LA LITERATURA,DGU000000366,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,11-12,HOME,7,7,2,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,INTERNACIONALITZACIÓ,DGU000000374,FACULTAT D'ECONOMIA I EMPRESA,4080328891,11-12,DONA,23,36,12,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,INTERNACIONALITZACIÓ,DGU000000374,FACULTAT D'ECONOMIA I EMPRESA,4080328891,11-12,HOME,4,24,17,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,"ESTUDIS DE DONES, GÈNERE I CIUTADANIA",DGU000000403,FACULTAT DE GEOGRAFIA I HISTÒRIA,4080329321,11-12,DONA,33,144,45,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,"ESTUDIS DE DONES, GÈNERE I CIUTADANIA",DGU000000403,FACULTAT DE GEOGRAFIA I HISTÒRIA,4080329321,11-12,HOME,0,8,3,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,"RECERCA EN EMPRESES, FINANCES I ASSEGURANCES",DGU000000407,FACULTAT D'ECONOMIA I EMPRESA,4080328891,11-12,DONA,7,10,6,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,"RECERCA EN EMPRESES, FINANCES I ASSEGURANCES",DGU000000407,FACULTAT D'ECONOMIA I EMPRESA,4080328891,11-12,HOME,13,19,14,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,RECERCA EN SOCIOLOGIA,DGU000000429,FACULTAT D'ECONOMIA I EMPRESA,4080328891,11-12,DONA,7,18,12,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,RECERCA EN SOCIOLOGIA,DGU000000429,FACULTAT D'ECONOMIA I EMPRESA,4080328891,11-12,HOME,5,15,10,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,ECONOMIA,DGU000000432,FACULTAT D'ECONOMIA I EMPRESA,4080328891,11-12,DONA,7,15,7,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,ECONOMIA,DGU000000432,FACULTAT D'ECONOMIA I EMPRESA,4080328891,11-12,HOME,8,19,7,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA EN DIDÀCTICA DE LES MATEMÀTIQUES I DE LES CIÈNCIES,DGU000000448,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,11-12,DONA,20,24,16,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA EN DIDÀCTICA DE LES MATEMÀTIQUES I DE LES CIÈNCIES,DGU000000448,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,11-12,HOME,4,5,2,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA EN EDUCACIÓ,DGU000000450,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,11-12,DONA,13,23,15,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA EN EDUCACIÓ,DGU000000450,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,11-12,HOME,4,5,3,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,EDUCACIÓ INTERCULTURAL,DGU000000451,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,11-12,DONA,0,2,2,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,FORMACIÓ DE LES PERSONES ADULTES,DGU000000452,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,11-12,DONA,14,16,8,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,FORMACIÓ DE LES PERSONES ADULTES,DGU000000452,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,11-12,HOME,3,6,4,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,PLANIFICACIÓ I GESTIÓ DE L'EDUCACIÓ,DGU000000453,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,11-12,DONA,0,7,5,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,INTEGRACIÓ EUROPEA,DGU000000467,FACULTAT DE DRET,22080332251,11-12,DONA,23,37,32,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,INTEGRACIÓ EUROPEA,DGU000000467,FACULTAT DE DRET,22080332251,11-12,HOME,10,15,10,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,INVESTIGACIÓ EN SOCIOLOGIA APLICADA,DGU000000469,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,11-12,DONA,8,11,7,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,INVESTIGACIÓ EN SOCIOLOGIA APLICADA,DGU000000469,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,11-12,HOME,8,13,5,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,PENSAR I GOVERNAR LES SOCIETATS COMPLEXES,DGU000000470,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,11-12,HOME,0,1,1,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,PARTICIPACIÓ I POLÍTIQUES LOCALS,DGU000000471,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,11-12,DONA,0,2,1,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,GESTIÓ PÚBLICA,DGU000000475,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,11-12,DONA,18,19,18,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,GESTIÓ PÚBLICA,DGU000000475,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,11-12,HOME,16,18,16,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA EN ECONOMIA APLICADA,DGU000000489,FACULTAT D'ECONOMIA I EMPRESA,22080711111,11-12,DONA,6,12,6,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA EN ECONOMIA APLICADA,DGU000000489,FACULTAT D'ECONOMIA I EMPRESA,22080711111,11-12,HOME,8,14,7,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,DRET EMPRESARIAL,DGU000000491,FACULTAT DE DRET,22080332251,11-12,DONA,9,10,9,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,DRET EMPRESARIAL,DGU000000491,FACULTAT DE DRET,22080332251,11-12,HOME,13,15,15,#N/A
Integrat,UNIVERSITAT RAMON LLULL,Ciències socials i jurídiques,PERIODISME AVANÇAT. REPORTERISME,DGU000000492,FACULTAD DE CIENCIAS DE LA COMUNICACIÓN BLANQUERNA,41080700761,11-12,DONA,18,42,11,#N/A
Integrat,UNIVERSITAT RAMON LLULL,Ciències socials i jurídiques,PERIODISME AVANÇAT. REPORTERISME,DGU000000492,FACULTAD DE CIENCIAS DE LA COMUNICACIÓN BLANQUERNA,41080700761,11-12,HOME,5,11,3,#N/A
Integrat,UNIVERSITAT RAMON LLULL,Ciències socials i jurídiques,ESTRATÈGIA I CREATIVITAT PUBLICITÀRIES,DGU000000494,FACULTAD DE CIENCIAS DE LA COMUNICACIÓN BLANQUERNA,41080700761,11-12,DONA,12,25,10,#N/A
Integrat,UNIVERSITAT RAMON LLULL,Ciències socials i jurídiques,ESTRATÈGIA I CREATIVITAT PUBLICITÀRIES,DGU000000494,FACULTAD DE CIENCIAS DE LA COMUNICACIÓN BLANQUERNA,41080700761,11-12,HOME,8,18,7,#N/A
Integrat,UNIVERSITAT RAMON LLULL,Ciències socials i jurídiques,"ESPORT, LLEURE I CANVI SOCIAL: ESTRATÈGIES PER A LA GESTIÓ I L'ANÀLISI DE L'ACTIVITAT FÍSICA CONTEMPORÀNIA",DGU000000503,FACULTAD DE PSICOLOGÍA Y CIENCIAS DE LA EDUCACIÓN Y DEL DEPORTE BLANQUERNA,41080448671,11-12,DONA,0,1,1,#N/A
Integrat,UNIVERSITAT RAMON LLULL,Ciències socials i jurídiques,"ESPORT, LLEURE I CANVI SOCIAL: ESTRATÈGIES PER A LA GESTIÓ I L'ANÀLISI DE L'ACTIVITAT FÍSICA CONTEMPORÀNIA",DGU000000503,FACULTAD DE PSICOLOGÍA Y CIENCIAS DE LA EDUCACIÓN Y DEL DEPORTE BLANQUERNA,41080448671,11-12,HOME,0,1,1,#N/A
Integrat,UNIVERSITAT RAMON LLULL,Ciències socials i jurídiques,EDUCACIÓ ESPECIAL,DGU000000507,FACULTAD DE PSICOLOGÍA Y CIENCIAS DE LA EDUCACIÓN Y DEL DEPORTE BLANQUERNA,41080448671,11-12,DONA,30,38,22,#N/A
Integrat,UNIVERSITAT RAMON LLULL,Ciències socials i jurídiques,EDUCACIÓ ESPECIAL,DGU000000507,FACULTAD DE PSICOLOGÍA Y CIENCIAS DE LA EDUCACIÓN Y DEL DEPORTE BLANQUERNA,41080448671,11-12,HOME,2,2,2,#N/A
Integrat,UNIVERSITAT RAMON LLULL,Ciències socials i jurídiques,RECERCA EN CIÈNCIES DE LA GESTIÓ,DGU000000511,ESCUELA SUPERIOR DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS ESADE,41080330671,11-12,DONA,7,7,4,#N/A
Integrat,UNIVERSITAT RAMON LLULL,Ciències socials i jurídiques,RECERCA EN CIÈNCIES DE LA GESTIÓ,DGU000000511,ESCUELA SUPERIOR DE ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS ESADE,41080330671,11-12,HOME,7,8,7,#N/A
Integrat,UNIVERSITAT RAMON LLULL,Ciències socials i jurídiques,PEDAGOGIA SOCIAL I COMUNITÀRIA: LIDERATGE DE LA TRANSFORMACIÓ SOCIOEDUCATIVA,DGU000000514,FACULTAD DE PSICOLOGÍA Y CIENCIAS DE LA EDUCACIÓN Y DEL DEPORTE BLANQUERNA,41080448671,11-12,DONA,7,22,7,#N/A
Integrat,UNIVERSITAT RAMON LLULL,Ciències socials i jurídiques,PEDAGOGIA SOCIAL I COMUNITÀRIA: LIDERATGE DE LA TRANSFORMACIÓ SOCIOEDUCATIVA,DGU000000514,FACULTAD DE PSICOLOGÍA Y CIENCIAS DE LA EDUCACIÓN Y DEL DEPORTE BLANQUERNA,41080448671,11-12,HOME,6,11,3,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,RECERCA EN DIDÀCTICA DE LA LLENGUA I LA LITERATURA,DGU000000537,FACULTAT DE FORMACIÓ DEL PROFESSORAT,4080328281,11-12,DONA,12,19,8,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,RECERCA EN DIDÀCTICA DE LA LLENGUA I LA LITERATURA,DGU000000537,FACULTAT DE FORMACIÓ DEL PROFESSORAT,4080328281,11-12,HOME,10,12,5,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,CRIMINOLOGIA I SOCIOLOGIA JURIDICOPENAL,DGU000000557,FACULTAT DE DRET,4080328901,11-12,DONA,12,29,15,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,CRIMINOLOGIA I SOCIOLOGIA JURIDICOPENAL,DGU000000557,FACULTAT DE DRET,4080328901,11-12,HOME,10,22,11,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,GESTIÓ PÚBLICA AVANÇADA,DGU000000558,FACULTAT DE DRET,4080328901,11-12,DONA,19,38,12,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,GESTIÓ PÚBLICA AVANÇADA,DGU000000558,FACULTAT DE DRET,4080328901,11-12,HOME,20,27,10,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,DRET DE L'EMPRESA I DELS NEGOCIS,DGU000000560,FACULTAT DE DRET,4080328901,11-12,DONA,13,33,16,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,DRET DE L'EMPRESA I DELS NEGOCIS,DGU000000560,FACULTAT DE DRET,4080328901,11-12,HOME,12,20,6,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,HISTÒRIA ECONÒMICA,DGU000000564,FACULTAT D'ECONOMIA I EMPRESA,4080328891,11-12,DONA,5,8,5,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,HISTÒRIA ECONÒMICA,DGU000000564,FACULTAT D'ECONOMIA I EMPRESA,4080328891,11-12,HOME,13,17,13,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,CREACIÓ I GESTIÓ D'EMPRESES INNOVADORES I DE BASE TECNOLÒGICA,DGU000000565,FACULTAT D'ECONOMIA I EMPRESA,4080328891,11-12,DONA,10,11,10,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,CREACIÓ I GESTIÓ D'EMPRESES INNOVADORES I DE BASE TECNOLÒGICA,DGU000000565,FACULTAT D'ECONOMIA I EMPRESA,4080328891,11-12,HOME,11,14,11,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,DIRECCIÓ D'EMPRESES D'ESPORT,DGU000000566,FACULTAT D'ECONOMIA I EMPRESA,4080328891,11-12,DONA,9,9,9,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,DIRECCIÓ D'EMPRESES D'ESPORT,DGU000000566,FACULTAT D'ECONOMIA I EMPRESA,4080328891,11-12,HOME,16,17,17,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,EDUCACIÓ PER A LA CIUTADANIA I EN VALORS,DGU000000578,FACULTAT DE PEDAGOGIA,4080424941,11-12,DONA,16,23,15,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,EDUCACIÓ PER A LA CIUTADANIA I EN VALORS,DGU000000578,FACULTAT DE PEDAGOGIA,4080424941,11-12,HOME,8,10,3,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,"RECERCA EN DIDÀCTICA, FORMACIÓ I AVALUACIÓ EDUCATIVA",DGU000000579,FACULTAT DE PEDAGOGIA,4080424941,11-12,DONA,22,31,18,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,"RECERCA EN DIDÀCTICA, FORMACIÓ I AVALUACIÓ EDUCATIVA",DGU000000579,FACULTAT DE PEDAGOGIA,4080424941,11-12,HOME,8,9,4,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,INTERVENCIONS SOCIALS I EDUCATIVES,DGU000000580,FACULTAT DE PEDAGOGIA,4080424941,11-12,DONA,30,57,24,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,INTERVENCIONS SOCIALS I EDUCATIVES,DGU000000580,FACULTAT DE PEDAGOGIA,4080424941,11-12,HOME,3,9,7,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,ENSENYAMENT I APRENENTATGE EN ENTORNS DIGITALS,DGU000000581,FACULTAT DE PEDAGOGIA,4080424941,11-12,DONA,22,35,9,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències socials i jurídiques,ENSENYAMENT I APRENENTATGE EN ENTORNS DIGITALS,DGU000000581,FACULTAT DE PEDAGOGIA,4080424941,11-12,HOME,11,18,1,#N/A
