tipus de centre,Universitat responsable,Branca,Estudi,Codi estudi,Unitat responsable,Codi unitat,"Curs
 acadèmic",Sexe,NOU INGRÉS,MATRICULATS,TITULATS,ZACH & ANNA INTERESTED DATASET
Integrat,UNIVERSITAT RAMON LLULL,Ciències,RECERCA EN QUÍMICA I ENGINYERIA QUÍMICA,DGU000000058,IQS SCHOOL OF ENGINEERING/ESCUELA TÉCNICA SUPERIOR IQS,41080370511,12-13,HOME,0,6,4,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències,ENOLOGIA,DGU000000022,FACULTAT D'ENOLOGIA,42430180611,12-13,DONA,7,7,6,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències,ENOLOGIA,DGU000000022,FACULTAT D'ENOLOGIA,42430180611,12-13,HOME,4,5,5,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències,NANOCIÈNCIA I NANOTECNOLOGIA,DGU000000749,ESCOLA TÈCNICA SUPERIOR D'ENGINYERIA QUIMICA,42430180241,12-13,DONA,9,9,8,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències,NANOCIÈNCIA I NANOTECNOLOGIA,DGU000000749,ESCOLA TÈCNICA SUPERIOR D'ENGINYERIA QUIMICA,42430180241,12-13,HOME,9,10,8,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències,QUÍMICA TEÒRICA I COMPUTACIONAL,DGU000000297,FACULTAT DE QUÍMICA,42430060091,12-13,DONA,6,6,6,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències,QUÍMICA TEÒRICA I COMPUTACIONAL,DGU000000297,FACULTAT DE QUÍMICA,42430060091,12-13,HOME,11,11,10,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències,SINTESI I CATÀLISI/SYNTHESIS AND CATALYSIS,DGU000000204,FACULTAT DE QUÍMICA,42430060091,12-13,DONA,8,8,7,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències,SINTESI I CATÀLISI/SYNTHESIS AND CATALYSIS,DGU000000204,FACULTAT DE QUÍMICA,42430060091,12-13,HOME,12,12,12,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències,TÈCNIQUES CROMATOGRÀFIQUES APLICADES,DGU000000294,FACULTAT DE QUÍMICA,42430060091,12-13,DONA,11,11,9,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències,TÈCNIQUES CROMATOGRÀFIQUES APLICADES,DGU000000294,FACULTAT DE QUÍMICA,42430060091,12-13,HOME,7,7,5,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,PHOENIX EM DYNAMICS OF HEALTH AND WELFARE,DGU000000216,FACULTAT DE MEDICINA,22080332491,06-07,DONA,10,10,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,PHOENIX EM DYNAMICS OF HEALTH AND WELFARE,DGU000000216,FACULTAT DE MEDICINA,22080332491,06-07,HOME,1,1,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN VETERINÀRIA,DGU000000100,FACULTAT DE VETERINÀRIA,22080387911,06-07,DONA,29,29,28,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN VETERINÀRIA,DGU000000100,FACULTAT DE VETERINÀRIA,22080387911,06-07,HOME,6,6,4,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,NEUROCIÈNCIES,DGU000000165,FACULTAT DE BIOLOGIA,4080329811,06-07,DONA,32,32,0,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,NEUROCIÈNCIES,DGU000000165,FACULTAT DE BIOLOGIA,4080329811,06-07,HOME,21,21,0,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,BIOTECNOLOGIA MOLECULAR,DGU000000095,FACULTAT DE FARMÀCIA,4080329071,06-07,DONA,25,25,16,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,BIOTECNOLOGIA MOLECULAR,DGU000000095,FACULTAT DE FARMÀCIA,4080329071,06-07,HOME,17,17,11,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,"RECERCA, DESENVOLUPAMENT I CONTROL DELS MEDICAMENTS",DGU000000096,FACULTAT DE FARMÀCIA,4080329071,06-07,DONA,24,24,16,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,"RECERCA, DESENVOLUPAMENT I CONTROL DELS MEDICAMENTS",DGU000000096,FACULTAT DE FARMÀCIA,4080329071,06-07,HOME,7,7,5,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,ENGINYERIA BIOMÈDICA,DGU000000148,FACULTAT DE FÍSICA,4080329681,06-07,DONA,16,16,2,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,ENGINYERIA BIOMÈDICA,DGU000000148,FACULTAT DE FÍSICA,4080329681,06-07,HOME,22,22,5,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,BIOMEDICINA,DGU000000094,FACULTAT DE MEDICINA,4080329441,06-07,DONA,42,42,0,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,BIOMEDICINA,DGU000000094,FACULTAT DE MEDICINA,4080329441,06-07,HOME,16,16,0,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,ATENCIÓ INTEGRAL AL MALALT CRÍTIC I EMERGÈNCIES,DGU000000098,FACULTAT DE MEDICINA,4080329441,06-07,DONA,22,22,0,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,ATENCIÓ INTEGRAL AL MALALT CRÍTIC I EMERGÈNCIES,DGU000000098,FACULTAT DE MEDICINA,4080329441,06-07,HOME,12,12,0,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,PRIMATOLOGIA,DGU000000099,FACULTAT DE PSICOLOGIA,4080376071,06-07,DONA,18,18,13,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,PRIMATOLOGIA,DGU000000099,FACULTAT DE PSICOLOGIA,4080376071,06-07,HOME,4,4,2,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,INTERVENCIÓ PSICOSOCIAL,DGU000000162,FACULTAT DE PSICOLOGIA,4080376071,06-07,DONA,32,32,0,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,INTERVENCIÓ PSICOSOCIAL,DGU000000162,FACULTAT DE PSICOLOGIA,4080376071,06-07,HOME,8,8,0,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,INTERVENCIÓ PSICOSOCIAL,DGU000000162,FACULTAT D'EDUCACIÓ I PSICOLOGIA,43170054791,06-07,DONA,3,3,0,#N/A
Integrat,UNIVERSITAT DE LLEIDA,Ciències de la salut,CIÈNCIES DE LA INFERMERIA,DGU000000747,ESCOLA UNIVERSITÀRIA D'INFERMERIA,44250060571,06-07,DONA,83,83,46,#N/A
Integrat,UNIVERSITAT DE LLEIDA,Ciències de la salut,CIÈNCIES DE LA INFERMERIA,DGU000000747,ESCOLA UNIVERSITÀRIA D'INFERMERIA,44250060571,06-07,HOME,21,21,9,#N/A
Integrat,UNIVERSITAT INTERNACIONAL DE CATALUNYA,Ciències de la salut,CIÈNCIES DE LA INFERMERIA,DGU000000752,FACULTAT DE MEDICINA I CIÈNCIES DE LA SALUT,62080702581,06-07,HOME,2,11,0,#N/A
Integrat,UNIVERSITAT INTERNACIONAL DE CATALUNYA,Ciències de la salut,CIÈNCIES DE LA INFERMERIA,DGU000000752,FACULTAT DE MEDICINA I CIÈNCIES DE LA SALUT,62080702581,06-07,DONA,17,51,0,#N/A
Integrat,UNIVERSITAT POMPEU FABRA,Ciències de la salut,SALUT PÚBLICA,DGU000000169,DEPARTAMENT DE CIÈNCIES EXPERIMENTALS I DE LA SALUT,39000004082,06-07,DONA,29,29,6,#N/A
Integrat,UNIVERSITAT POMPEU FABRA,Ciències de la salut,SALUT PÚBLICA,DGU000000169,DEPARTAMENT DE CIÈNCIES EXPERIMENTALS I DE LA SALUT,39000004082,06-07,HOME,14,14,3,#N/A
Integrat,UNIVERSITAT POMPEU FABRA,Ciències de la salut,BIOFARMACOLOGIA (BIOFARMA),DGU000000249,DEPARTAMENT DE CIÈNCIES EXPERIMENTALS I DE LA SALUT,39000004082,06-07,DONA,7,7,7,#N/A
Integrat,UNIVERSITAT POMPEU FABRA,Ciències de la salut,BIOFARMACOLOGIA (BIOFARMA),DGU000000249,DEPARTAMENT DE CIÈNCIES EXPERIMENTALS I DE LA SALUT,39000004082,06-07,HOME,1,1,1,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències de la salut,CIÈNCIES DE LA INFERMERIA,DGU000000750,ESCOLA UNIVERSITÀRIA D'INFERMERIA,42430061501,06-07,DONA,57,57,6,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències de la salut,CIÈNCIES DE LA INFERMERIA,DGU000000750,ESCOLA UNIVERSITÀRIA D'INFERMERIA,42430061501,06-07,HOME,5,5,0,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències de la salut,NUTRICIÓ I METABOLISME,DGU000000166,FACULTAT DE FARMÀCIA,4080329071,06-07,DONA,36,36,3,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències de la salut,NUTRICIÓ I METABOLISME,DGU000000166,FACULTAT DE FARMÀCIA,4080329071,06-07,HOME,4,4,0,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències de la salut,NUTRICIÓ I METABOLISME,DGU000000166,FACULTAT DE QUÍMICA,42430060091,06-07,DONA,27,27,13,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències de la salut,NUTRICIÓ I METABOLISME,DGU000000166,FACULTAT DE QUÍMICA,42430060091,06-07,HOME,7,7,2,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,PHOENIX EM DYNAMICS OF HEALTH AND WELFARE,DGU000000216,FACULTAT DE MEDICINA,22080332491,07-08,DONA,4,13,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,PHOENIX EM DYNAMICS OF HEALTH AND WELFARE,DGU000000216,FACULTAT DE MEDICINA,22080332491,07-08,HOME,4,5,1,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,SALUT I BENESTAR COMUNITARI,DGU000000519,FACULTAT DE MEDICINA,22080332491,07-08,DONA,11,11,5,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,SALUT I BENESTAR COMUNITARI,DGU000000519,FACULTAT DE MEDICINA,22080332491,07-08,HOME,3,3,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN PSICOLOGIA CLÍNICA,DGU000000454,FACULTAT DE PSICOLOGIA,22080443751,07-08,DONA,12,12,10,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN PSICOLOGIA CLÍNICA,DGU000000454,FACULTAT DE PSICOLOGIA,22080443751,07-08,HOME,2,2,2,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN PSICOLOGIA DE L'ESPORT I DE L'ACTIVITAT FÍSICA,DGU000000457,FACULTAT DE PSICOLOGIA,22080443751,07-08,DONA,3,3,1,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN PSICOLOGIA DE L'ESPORT I DE L'ACTIVITAT FÍSICA,DGU000000457,FACULTAT DE PSICOLOGIA,22080443751,07-08,HOME,5,5,2,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN PSICOLOGIA DE LA SALUT,DGU000000458,FACULTAT DE PSICOLOGIA,22080443751,07-08,DONA,7,7,6,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN PSICOLOGIA DE LA SALUT,DGU000000458,FACULTAT DE PSICOLOGIA,22080443751,07-08,HOME,2,2,2,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN VETERINÀRIA,DGU000000100,FACULTAT DE VETERINÀRIA,22080387911,07-08,DONA,28,28,22,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN VETERINÀRIA,DGU000000100,FACULTAT DE VETERINÀRIA,22080387911,07-08,HOME,9,10,9,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,LIDERATGE I GESTIÓ D'INFERMERIA,DGU000000405,ESCOLA UNIVERSITÀRIA D'INFERMERIA,4080328311,07-08,DONA,70,70,36,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,LIDERATGE I GESTIÓ D'INFERMERIA,DGU000000405,ESCOLA UNIVERSITÀRIA D'INFERMERIA,4080328311,07-08,HOME,8,8,5,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,NEUROCIÈNCIES,DGU000000165,FACULTAT DE BIOLOGIA,4080329811,07-08,DONA,34,63,24,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,NEUROCIÈNCIES,DGU000000165,FACULTAT DE BIOLOGIA,4080329811,07-08,HOME,16,36,16,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,BIOTECNOLOGIA MOLECULAR,DGU000000095,FACULTAT DE FARMÀCIA,4080329071,07-08,DONA,31,36,26,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,BIOTECNOLOGIA MOLECULAR,DGU000000095,FACULTAT DE FARMÀCIA,4080329071,07-08,HOME,17,22,13,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,"RECERCA, DESENVOLUPAMENT I CONTROL DELS MEDICAMENTS",DGU000000096,FACULTAT DE FARMÀCIA,4080329071,07-08,DONA,18,24,18,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,"RECERCA, DESENVOLUPAMENT I CONTROL DELS MEDICAMENTS",DGU000000096,FACULTAT DE FARMÀCIA,4080329071,07-08,HOME,6,7,5,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,FARMÀCIA ASSISTENCIAL I ATENCIÓ FARMACÈUTICA,DGU000000388,FACULTAT DE FARMÀCIA,4080329071,07-08,DONA,14,14,10,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,FARMÀCIA ASSISTENCIAL I ATENCIÓ FARMACÈUTICA,DGU000000388,FACULTAT DE FARMÀCIA,4080329071,07-08,HOME,10,10,5,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,ENGINYERIA BIOMÈDICA,DGU000000148,FACULTAT DE FÍSICA,4080329681,07-08,DONA,12,24,8,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,ENGINYERIA BIOMÈDICA,DGU000000148,FACULTAT DE FÍSICA,4080329681,07-08,HOME,16,30,8,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,BIOMEDICINA,DGU000000094,FACULTAT DE MEDICINA,4080329441,07-08,DONA,41,77,65,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,BIOMEDICINA,DGU000000094,FACULTAT DE MEDICINA,4080329441,07-08,HOME,17,27,22,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,ATENCIÓ INTEGRAL AL MALALT CRÍTIC I EMERGÈNCIES,DGU000000098,FACULTAT DE MEDICINA,4080329441,07-08,DONA,25,45,16,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,ATENCIÓ INTEGRAL AL MALALT CRÍTIC I EMERGÈNCIES,DGU000000098,FACULTAT DE MEDICINA,4080329441,07-08,HOME,20,29,10,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,MEDICINA RESPIRATÒRIA,DGU000000441,FACULTAT DE MEDICINA,4080329441,07-08,DONA,11,11,1,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,MEDICINA RESPIRATÒRIA,DGU000000441,FACULTAT DE MEDICINA,4080329441,07-08,HOME,12,12,3,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,PRIMATOLOGIA,DGU000000099,FACULTAT DE PSICOLOGIA,4080376071,07-08,DONA,11,15,9,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,PRIMATOLOGIA,DGU000000099,FACULTAT DE PSICOLOGIA,4080376071,07-08,HOME,7,9,2,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,INTERVENCIÓ PSICOSOCIAL,DGU000000162,FACULTAT DE PSICOLOGIA,4080376071,07-08,DONA,30,59,21,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,INTERVENCIÓ PSICOSOCIAL,DGU000000162,FACULTAT DE PSICOLOGIA,4080376071,07-08,HOME,14,22,6,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,PSICOLOGIA CLÍNICA I DE LA SALUT,DGU000000416,FACULTAT DE PSICOLOGIA,4080376071,07-08,DONA,31,31,0,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,PSICOLOGIA CLÍNICA I DE LA SALUT,DGU000000416,FACULTAT DE PSICOLOGIA,4080376071,07-08,HOME,6,6,0,#N/A
Integrat,UNIVERSITAT DE BARCELONA,Ciències de la salut,INTERVENCIÓ PSICOSOCIAL,DGU000000162,FACULTAT D'EDUCACIÓ I PSICOLOGIA,43170054791,07-08,DONA,0,2,0,#N/A
Integrat,UNIVERSITAT DE GIRONA,Ciències de la salut,PROMOCIÓ DE LA SALUT,DGU000000354,ESCOLA UNIVERSITÀRIA D'INFERMERIA,43170046081,07-08,DONA,15,15,0,#N/A
Integrat,UNIVERSITAT DE GIRONA,Ciències de la salut,PROMOCIÓ DE LA SALUT,DGU000000354,ESCOLA UNIVERSITÀRIA D'INFERMERIA,43170046081,07-08,HOME,10,10,3,#N/A
Integrat,UNIVERSITAT DE GIRONA,Ciències de la salut,DISSENY MOLECULAR EN QUÍMICA MÈDICA/MEDICINAL CHEMISTRY AND MOLECULAR DESIGN,DGU000000345,FACULTAT DE CIÈNCIES,43170054921,07-08,DONA,9,9,0,#N/A
Integrat,UNIVERSITAT DE GIRONA,Ciències de la salut,DISSENY MOLECULAR EN QUÍMICA MÈDICA/MEDICINAL CHEMISTRY AND MOLECULAR DESIGN,DGU000000345,FACULTAT DE CIÈNCIES,43170054921,07-08,HOME,4,4,0,#N/A
Integrat,UNIVERSITAT DE LLEIDA,Ciències de la salut,CIÈNCIES DE LA INFERMERIA,DGU000000747,ESCOLA UNIVERSITÀRIA D'INFERMERIA,44250060571,07-08,DONA,24,52,12,#N/A
Integrat,UNIVERSITAT DE LLEIDA,Ciències de la salut,CIÈNCIES DE LA INFERMERIA,DGU000000747,ESCOLA UNIVERSITÀRIA D'INFERMERIA,44250060571,07-08,HOME,1,13,2,#N/A
Integrat,UNIVERSITAT INTERNACIONAL DE CATALUNYA,Ciències de la salut,CIÈNCIES DE LA INFERMERIA,DGU000000752,FACULTAT DE MEDICINA I CIÈNCIES DE LA SALUT,62080702581,07-08,HOME,3,10,1,#N/A
Integrat,UNIVERSITAT INTERNACIONAL DE CATALUNYA,Ciències de la salut,CIÈNCIES DE LA INFERMERIA,DGU000000752,FACULTAT DE MEDICINA I CIÈNCIES DE LA SALUT,62080702581,07-08,DONA,13,54,17,#N/A
Integrat,UNIVERSITAT INTERNACIONAL DE CATALUNYA,Ciències de la salut,RECERCA BÀSICA EN ODONTOLOGIA I BIOMEDICINA,DGU000000302,FACULTAT D'ODONTOLOGIA,62080712021,07-08,HOME,1,1,0,#N/A
Integrat,UNIVERSITAT INTERNACIONAL DE CATALUNYA,Ciències de la salut,RECERCA BÀSICA EN ODONTOLOGIA I BIOMEDICINA,DGU000000302,FACULTAT D'ODONTOLOGIA,62080712021,07-08,DONA,5,5,2,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències de la salut,OPTOMETRIA I CIÈNCIES DE LA VISIÓ,DGU000000323,FACULTAT D'ÒPTICA I OPTOMETRIA DE TERRASSA,24080333651,07-08,DONA,17,17,0,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències de la salut,OPTOMETRIA I CIÈNCIES DE LA VISIÓ,DGU000000323,FACULTAT D'ÒPTICA I OPTOMETRIA DE TERRASSA,24080333651,07-08,HOME,11,11,0,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències de la salut,SEGURETAT I SALUT EN EL TREBALL - PREVENCIÓ DE RISCOS LABORALS,DGU000000518,FUNDACIÓ POLITÈCNICA DE CATALUNYA,249193,07-08,DONA,17,17,6,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències de la salut,SEGURETAT I SALUT EN EL TREBALL - PREVENCIÓ DE RISCOS LABORALS,DGU000000518,FUNDACIÓ POLITÈCNICA DE CATALUNYA,249193,07-08,HOME,13,13,3,#N/A
Integrat,UNIVERSITAT POMPEU FABRA,Ciències de la salut,SALUT PÚBLICA,DGU000000169,DEPARTAMENT DE CIÈNCIES EXPERIMENTALS I DE LA SALUT,39000004082,07-08,DONA,31,45,28,#N/A
Integrat,UNIVERSITAT POMPEU FABRA,Ciències de la salut,SALUT PÚBLICA,DGU000000169,DEPARTAMENT DE CIÈNCIES EXPERIMENTALS I DE LA SALUT,39000004082,07-08,HOME,13,22,14,#N/A
Integrat,UNIVERSITAT POMPEU FABRA,Ciències de la salut,INDÚSTRIA FARMACÈUTICA I BIOTECNOLOGIA,DGU000000534,DEPARTAMENT DE CIÈNCIES EXPERIMENTALS I DE LA SALUT,39000004082,07-08,DONA,20,20,20,#N/A
Integrat,UNIVERSITAT POMPEU FABRA,Ciències de la salut,INDÚSTRIA FARMACÈUTICA I BIOTECNOLOGIA,DGU000000534,DEPARTAMENT DE CIÈNCIES EXPERIMENTALS I DE LA SALUT,39000004082,07-08,HOME,7,7,6,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències de la salut,CIÈNCIES DE LA INFERMERIA,DGU000000750,ESCOLA UNIVERSITÀRIA D'INFERMERIA,42430061501,07-08,DONA,39,85,32,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències de la salut,CIÈNCIES DE LA INFERMERIA,DGU000000750,ESCOLA UNIVERSITÀRIA D'INFERMERIA,42430061501,07-08,HOME,5,10,4,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències de la salut,NUTRICIÓ I METABOLISME,DGU000000166,FACULTAT DE FARMÀCIA,4080329071,07-08,DONA,29,60,27,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències de la salut,NUTRICIÓ I METABOLISME,DGU000000166,FACULTAT DE FARMÀCIA,4080329071,07-08,HOME,0,2,2,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències de la salut,"SALUT MENTAL: INVESTIGACIÓ EN PSIQUIATRIA, NEUROTOXICOLOGIA I PSICOFARMACOLOGIA",DGU000000541,FACULTAT DE MEDICINA I CIÈNCIES DE LA SALUT,42430052611,07-08,DONA,14,14,7,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències de la salut,"SALUT MENTAL: INVESTIGACIÓ EN PSIQUIATRIA, NEUROTOXICOLOGIA I PSICOFARMACOLOGIA",DGU000000541,FACULTAT DE MEDICINA I CIÈNCIES DE LA SALUT,42430052611,07-08,HOME,2,2,0,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències de la salut,NUTRICIÓ I METABOLISME,DGU000000166,FACULTAT DE QUÍMICA,42430060091,07-08,DONA,26,40,15,#N/A
Integrat,UNIVERSITAT ROVIRA I VIRGILI,Ciències de la salut,NUTRICIÓ I METABOLISME,DGU000000166,FACULTAT DE QUÍMICA,42430060091,07-08,HOME,2,6,2,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,NEUROCIÈNCIES,DGU000000619,FACULTAT DE BIOCIÈNCIES,22080710201,08-09,DONA,3,3,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,NEUROCIÈNCIES,DGU000000619,FACULTAT DE BIOCIÈNCIES,22080710201,08-09,HOME,6,6,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,PHOENIX EM DYNAMICS OF HEALTH AND WELFARE,DGU000000216,FACULTAT DE MEDICINA,22080332491,08-09,DONA,6,6,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,PHOENIX EM DYNAMICS OF HEALTH AND WELFARE,DGU000000216,FACULTAT DE MEDICINA,22080332491,08-09,HOME,5,6,1,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,SALUT I BENESTAR COMUNITARI,DGU000000519,FACULTAT DE MEDICINA,22080332491,08-09,DONA,10,16,4,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,SALUT I BENESTAR COMUNITARI,DGU000000519,FACULTAT DE MEDICINA,22080332491,08-09,HOME,4,5,1,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN PSICOLOGIA CLÍNICA,DGU000000454,FACULTAT DE PSICOLOGIA,22080443751,08-09,DONA,9,9,9,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN PSICOLOGIA CLÍNICA,DGU000000454,FACULTAT DE PSICOLOGIA,22080443751,08-09,HOME,4,4,3,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN PSICOLOGIA DE L'ESPORT I DE L'ACTIVITAT FÍSICA,DGU000000457,FACULTAT DE PSICOLOGIA,22080443751,08-09,DONA,4,5,3,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN PSICOLOGIA DE L'ESPORT I DE L'ACTIVITAT FÍSICA,DGU000000457,FACULTAT DE PSICOLOGIA,22080443751,08-09,HOME,8,9,6,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN PSICOLOGIA DE LA SALUT,DGU000000458,FACULTAT DE PSICOLOGIA,22080443751,08-09,DONA,6,7,4,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,RECERCA EN PSICOLOGIA DE LA SALUT,DGU000000458,FACULTAT DE PSICOLOGIA,22080443751,08-09,HOME,3,3,3,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,INTERVENCIÓ PSICOSOCIAL,DGU000000620,FACULTAT DE PSICOLOGIA,22080443751,08-09,DONA,16,16,13,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències de la salut,INTERVENCIÓ PSICOSOCIAL,DGU000000620,FACULTAT DE PSICOLOGIA,22080443751,08-09,HOME,2,2,2,#N/A
